student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,risk_score
9848,19,male,private,post graduate,1.6,69.4,yes,<15 min,no,online videos,44.5,36.5,49.1,40.7,e,80.0
9849,17,other,public,high school,1.8,80.4,yes,>60 min,no,mixed,29.6,56.4,52.8,44.4,e,80.0
9850,16,male,public,high school,2.4,68.5,yes,30-60 min,no,textbook,43.8,38.5,52.3,46.9,e,80.0
9851,15,other,public,post graduate,3.1,74.1,yes,>60 min,no,textbook,61.8,57.8,38.8,61.2,d,32.67999999999999
9852,16,male,private,diploma,1.6,81.9,no,15-30 min,no,textbook,54.3,70.0,47.6,54.5,e,80.0
9853,19,other,public,no formal,2.9,78.9,no,>60 min,no,group study,33.0,47.0,42.5,45.8,e,80.0
9854,15,female,private,no formal,0.7,57.0,yes,<15 min,yes,group study,30.6,31.3,15.9,23.8,f,90.0
9855,17,male,public,diploma,6.5,61.8,no,15-30 min,yes,notes,93.5,75.7,75.9,85.2,b,6.279999999999987
9856,16,other,private,high school,2.5,58.7,yes,>60 min,no,coaching,43.4,39.3,56.5,46.1,e,90.0
9857,15,male,private,no formal,6.6,78.8,no,<15 min,yes,mixed,67.4,88.8,98.2,88.6,b,2.539999999999992
9858,18,other,private,post graduate,5.4,69.7,yes,>60 min,yes,notes,75.8,71.1,61.1,69.4,d,23.659999999999982
9859,16,female,private,diploma,4.1,62.3,yes,>60 min,yes,group study,53.1,46.9,51.3,50.2,e,44.779999999999994
9860,15,female,private,post graduate,7.8,52.2,yes,<15 min,yes,group study,94.7,66.6,69.1,81.0,c,90.0
9861,17,male,private,no formal,3.4,88.4,yes,30-60 min,yes,textbook,43.1,57.0,65.5,53.6,e,41.03999999999999
9862,18,male,private,diploma,1.8,52.7,yes,<15 min,yes,notes,45.9,29.3,19.9,28.2,f,90.0
9863,19,male,public,diploma,4.8,69.0,yes,<15 min,no,notes,62.0,77.5,58.2,67.2,d,26.079999999999984
9864,17,other,private,graduate,1.6,72.8,yes,30-60 min,yes,textbook,64.2,24.7,57.5,41.7,e,80.0
9865,17,male,public,phd,2.6,72.7,yes,15-30 min,no,notes,39.9,36.0,52.3,47.1,e,80.0
9866,18,male,public,diploma,7.3,56.9,no,15-30 min,yes,notes,87.5,76.2,65.7,83.4,c,90.0
9867,15,male,public,diploma,7.2,85.5,yes,>60 min,yes,notes,76.4,71.9,90.3,94.0,b,-3.4000000000000057
9868,15,other,public,phd,4.0,61.4,yes,30-60 min,no,mixed,58.3,65.6,58.3,60.6,d,33.33999999999999
9869,16,other,public,diploma,4.1,81.5,yes,15-30 min,no,mixed,61.1,56.6,44.1,62.9,d,30.810000000000002
9870,17,other,private,diploma,4.8,68.9,no,>60 min,no,textbook,74.1,64.3,53.6,70.0,c,23.0
9871,17,male,private,no formal,1.1,76.1,no,>60 min,yes,online videos,41.7,45.2,43.3,45.3,e,80.0
9872,14,female,private,post graduate,2.4,72.6,yes,15-30 min,no,mixed,55.4,45.0,66.7,57.2,d,80.0
9873,18,other,public,no formal,4.8,97.8,no,30-60 min,no,notes,80.9,65.4,82.1,69.7,d,23.329999999999984
9874,16,male,public,high school,2.9,67.3,yes,>60 min,yes,notes,47.9,63.2,75.1,54.7,e,80.0
9875,19,other,public,diploma,2.1,57.6,yes,15-30 min,yes,online videos,28.0,15.0,34.5,32.2,f,90.0
9876,18,male,public,diploma,5.4,68.0,yes,<15 min,yes,group study,72.7,59.7,65.4,68.5,d,24.64999999999999
9877,19,other,public,no formal,4.7,75.0,yes,<15 min,yes,online videos,67.6,70.2,72.2,66.7,d,26.629999999999995
9878,17,female,public,graduate,3.0,53.3,yes,<15 min,yes,coaching,35.1,54.2,39.9,36.6,f,90.0
9879,17,other,private,phd,7.5,95.9,yes,<15 min,no,notes,97.7,100.0,88.8,97.0,a,-6.700000000000003
9880,15,female,public,no formal,6.3,59.9,no,30-60 min,yes,mixed,56.2,70.5,73.0,69.8,d,90.0
9881,16,other,public,diploma,5.0,96.5,yes,>60 min,yes,mixed,94.6,91.6,76.6,75.0,c,17.5
9882,19,other,private,graduate,2.1,70.2,yes,30-60 min,no,group study,40.6,37.0,63.9,45.9,e,80.0
9883,16,male,public,high school,5.4,77.8,yes,>60 min,yes,mixed,68.7,88.1,73.7,77.9,c,14.309999999999988
9884,14,female,private,graduate,5.7,84.2,yes,30-60 min,yes,coaching,89.1,92.0,85.2,86.8,b,4.519999999999996
9885,15,female,private,diploma,4.9,53.2,yes,>60 min,yes,group study,53.4,74.3,52.3,65.1,d,90.0
9886,17,female,public,no formal,5.3,70.7,yes,30-60 min,yes,mixed,72.3,96.7,59.0,76.2,c,16.179999999999993
9887,17,other,private,phd,1.7,64.1,no,15-30 min,no,mixed,56.6,37.6,42.0,44.4,e,80.0
9888,19,male,public,phd,3.0,58.4,yes,>60 min,yes,group study,39.5,35.8,54.0,39.2,f,90.0
9889,19,male,public,diploma,7.2,83.4,yes,>60 min,no,coaching,80.8,87.0,84.9,88.2,b,2.9799999999999898
9890,17,female,public,no formal,1.5,58.3,yes,15-30 min,no,online videos,24.9,48.0,35.3,36.5,f,90.0
9891,17,other,private,no formal,4.9,79.1,yes,15-30 min,yes,textbook,72.3,54.5,76.7,68.9,d,24.209999999999994
9892,18,male,private,phd,7.2,69.5,yes,<15 min,no,online videos,82.8,100.0,100.0,91.9,b,-1.0900000000000176
9893,14,female,private,phd,0.6,98.8,yes,15-30 min,no,notes,35.2,22.2,40.3,44.8,e,80.0
9894,17,other,private,diploma,7.8,95.3,yes,30-60 min,no,coaching,95.1,95.8,94.7,91.7,b,-0.8700000000000045
9895,16,female,private,phd,7.1,50.4,yes,15-30 min,no,notes,78.8,59.8,67.3,70.3,c,90.0
9896,18,female,public,high school,5.9,90.5,no,30-60 min,yes,online videos,81.9,86.2,78.2,89.3,b,1.769999999999996
9897,18,female,public,diploma,5.8,58.4,yes,>60 min,no,textbook,61.7,72.5,64.7,77.1,c,90.0
9898,17,other,public,no formal,7.0,73.5,no,30-60 min,yes,notes,91.6,97.5,100.0,95.3,a,-4.829999999999998
9899,17,other,private,graduate,1.8,90.6,yes,15-30 min,yes,group study,62.1,57.5,65.1,56.0,d,80.0
9900,18,female,private,post graduate,5.7,64.4,yes,<15 min,no,textbook,80.2,90.3,61.3,76.8,c,15.519999999999996
9901,17,female,private,phd,3.1,86.7,yes,30-60 min,yes,group study,49.4,43.7,60.6,56.3,d,38.07
9902,15,male,private,post graduate,7.1,62.0,yes,>60 min,no,notes,89.1,85.9,97.8,85.4,b,6.059999999999988
9903,15,female,public,graduate,4.5,93.6,yes,>60 min,no,textbook,65.5,74.7,81.1,72.6,c,20.14
9904,18,other,private,post graduate,6.2,72.0,yes,<15 min,no,textbook,73.0,80.2,76.9,84.0,c,7.599999999999994
9905,17,female,public,graduate,1.8,60.0,yes,15-30 min,no,notes,43.4,29.5,31.6,29.0,f,80.0
9906,15,other,public,diploma,2.3,52.7,yes,<15 min,no,group study,53.5,39.1,43.4,41.8,e,90.0
9907,19,female,public,graduate,6.8,80.3,yes,30-60 min,yes,textbook,73.2,97.8,74.6,82.4,c,9.359999999999985
9908,19,other,private,high school,3.5,84.1,yes,<15 min,no,coaching,68.9,71.5,77.4,63.8,d,29.819999999999993
9909,17,other,public,no formal,4.5,84.0,yes,<15 min,no,group study,63.7,82.8,82.7,77.4,c,14.859999999999985
9910,15,female,private,post graduate,5.9,74.9,yes,30-60 min,no,group study,94.2,100.0,100.0,79.8,c,12.219999999999999
9911,19,other,public,diploma,1.8,70.1,yes,30-60 min,no,group study,49.3,41.1,34.3,42.9,e,80.0
9912,15,other,private,phd,2.8,81.0,yes,>60 min,no,coaching,53.2,58.7,52.6,51.1,e,80.0
9913,16,male,private,no formal,2.9,51.7,yes,<15 min,no,group study,39.0,45.6,63.6,52.5,e,90.0
9914,19,male,public,diploma,7.4,62.0,yes,30-60 min,no,mixed,86.9,75.5,54.8,76.1,c,16.290000000000006
9915,17,other,public,high school,1.5,62.8,yes,30-60 min,no,notes,34.2,27.6,33.8,30.9,f,80.0
9916,15,female,public,phd,3.3,88.9,yes,<15 min,yes,coaching,75.3,70.8,51.2,70.2,c,22.779999999999987
9917,14,male,public,diploma,7.7,72.1,no,30-60 min,yes,mixed,100.0,100.0,77.9,95.4,a,-4.940000000000012
9918,16,other,public,graduate,6.8,52.3,yes,<15 min,yes,group study,71.4,65.0,61.0,65.4,d,90.0
9919,18,female,private,no formal,5.5,94.8,yes,>60 min,no,group study,67.9,83.7,89.8,80.4,c,11.559999999999988
9920,18,male,private,graduate,4.6,69.3,yes,15-30 min,no,textbook,81.4,63.7,66.5,70.1,c,22.89
9921,15,male,private,diploma,6.8,53.8,yes,>60 min,yes,textbook,77.5,73.7,76.0,85.2,b,90.0
9922,14,other,private,graduate,7.6,70.9,yes,15-30 min,no,mixed,91.9,93.2,98.4,95.1,a,-4.609999999999999
9923,18,other,public,graduate,7.4,97.5,yes,>60 min,no,mixed,92.6,88.4,100.0,96.0,a,-5.6000000000000085
9924,14,female,public,no formal,5.3,90.1,yes,15-30 min,yes,coaching,71.7,95.0,89.8,85.0,c,6.499999999999986
9925,14,other,public,no formal,6.0,79.7,yes,<15 min,no,online videos,79.0,89.5,70.1,86.8,b,4.519999999999996
9926,16,male,private,no formal,6.3,88.0,yes,>60 min,yes,notes,69.2,76.9,83.6,80.2,c,11.779999999999987
9927,17,other,private,high school,6.6,75.8,yes,30-60 min,yes,textbook,81.2,93.2,100.0,91.7,b,-0.8700000000000045
9928,15,male,private,post graduate,6.0,90.2,yes,>60 min,yes,notes,80.2,81.0,82.2,81.3,c,10.569999999999993
9929,15,female,private,high school,1.8,92.0,yes,15-30 min,no,coaching,54.2,34.2,51.3,46.2,e,80.0
9930,15,other,public,phd,6.2,66.9,yes,>60 min,no,notes,100.0,82.6,98.1,85.1,b,6.390000000000001
9931,16,female,private,no formal,3.4,72.3,yes,15-30 min,yes,notes,65.6,58.4,49.4,60.1,d,33.889999999999986
9932,14,other,private,graduate,2.0,61.3,yes,15-30 min,yes,online videos,64.3,55.2,46.2,47.5,e,80.0
9933,14,female,private,post graduate,1.3,84.3,yes,<15 min,no,textbook,31.2,27.2,32.2,43.0,e,80.0
9934,16,male,private,no formal,2.3,56.9,no,<15 min,no,group study,60.5,38.5,39.6,42.9,e,90.0
9935,14,male,public,graduate,4.3,73.6,yes,30-60 min,yes,textbook,70.1,84.2,63.3,73.3,c,19.36999999999999
9936,15,male,public,no formal,2.4,98.3,yes,>60 min,no,coaching,84.3,58.5,62.6,62.1,d,80.0
9937,17,male,private,post graduate,5.5,73.3,yes,30-60 min,no,notes,71.1,89.4,97.4,80.8,c,11.11999999999999
9938,14,male,private,diploma,7.7,53.4,yes,30-60 min,yes,mixed,100.0,95.7,88.6,91.4,b,90.0
9939,17,other,private,phd,0.8,50.9,yes,30-60 min,no,group study,16.7,36.6,30.2,28.7,f,90.0
9940,17,male,public,graduate,1.5,97.5,yes,15-30 min,yes,notes,49.4,58.1,75.7,60.7,d,80.0
9941,17,male,public,high school,2.4,85.4,yes,>60 min,no,mixed,81.8,45.0,52.1,59.5,d,80.0
9942,17,other,private,no formal,6.5,85.5,yes,>60 min,no,coaching,73.7,80.6,78.3,82.2,c,9.579999999999984
9943,18,female,private,no formal,2.5,68.5,yes,>60 min,yes,coaching,50.9,53.4,47.9,48.4,e,80.0
9944,14,male,private,no formal,1.9,75.1,yes,<15 min,no,notes,33.5,56.6,41.2,45.3,e,80.0
9945,15,other,public,high school,1.6,77.9,yes,<15 min,yes,online videos,41.8,32.7,54.7,41.5,e,80.0
9946,15,male,private,post graduate,1.6,88.4,yes,15-30 min,no,notes,69.0,45.4,38.7,48.7,e,80.0
9947,18,other,public,diploma,5.9,75.5,yes,>60 min,no,coaching,86.2,79.6,80.8,83.4,c,8.259999999999991
9948,19,male,private,no formal,5.8,65.3,yes,15-30 min,no,online videos,69.2,91.0,86.3,74.5,c,18.049999999999997
9949,19,female,public,no formal,2.8,76.6,yes,>60 min,yes,mixed,57.3,59.9,62.8,61.2,d,80.0
9950,17,female,public,diploma,3.9,84.1,yes,15-30 min,no,mixed,65.6,69.8,59.4,66.8,d,26.519999999999996
9951,16,female,private,high school,5.2,52.9,yes,30-60 min,yes,group study,61.2,62.7,56.0,60.7,d,90.0
9952,16,other,public,post graduate,7.8,73.7,no,<15 min,no,group study,100.0,74.7,100.0,96.9,a,-6.590000000000018
9953,14,female,public,diploma,6.1,67.2,yes,15-30 min,yes,mixed,77.9,72.8,54.0,69.9,d,23.109999999999985
9954,16,female,private,no formal,6.5,94.8,no,<15 min,yes,textbook,84.6,89.5,100.0,90.9,b,0.009999999999990905
9955,17,male,private,high school,7.8,69.4,yes,<15 min,no,coaching,100.0,86.1,97.1,96.6,a,-6.260000000000005
9956,15,female,public,diploma,3.4,81.4,yes,30-60 min,no,mixed,50.8,89.1,72.7,67.6,d,25.64
9957,18,other,private,no formal,1.0,72.8,yes,<15 min,yes,online videos,32.7,45.6,27.8,30.7,f,80.0
9958,18,other,private,no formal,6.1,90.7,yes,>60 min,no,textbook,85.2,95.8,91.5,92.7,b,-1.970000000000013
9959,15,female,public,phd,1.4,96.5,yes,>60 min,no,coaching,50.6,53.8,54.5,52.3,e,80.0
9960,19,female,public,diploma,3.8,54.2,yes,>60 min,yes,online videos,51.3,61.3,50.2,46.1,e,90.0
9961,14,female,private,post graduate,6.0,51.0,yes,30-60 min,no,textbook,72.4,69.9,75.1,58.7,d,90.0
9962,19,other,public,phd,4.7,85.2,yes,15-30 min,no,group study,66.3,66.1,74.2,69.0,d,24.099999999999994
9963,18,other,private,no formal,3.3,81.6,yes,<15 min,yes,coaching,61.1,59.0,61.9,57.6,d,36.63999999999999
9964,15,female,private,post graduate,4.4,77.7,yes,>60 min,yes,group study,63.3,67.9,59.3,61.3,d,32.56999999999999
9965,17,other,private,post graduate,2.3,71.5,yes,30-60 min,yes,online videos,19.4,30.3,44.9,37.1,f,80.0
9966,15,male,private,no formal,1.1,87.5,yes,<15 min,no,notes,45.6,68.5,39.3,43.0,e,80.0
9967,18,other,private,high school,3.6,85.2,yes,<15 min,no,mixed,91.9,79.8,76.2,71.5,c,21.349999999999994
9968,14,other,private,no formal,0.9,70.8,yes,30-60 min,no,notes,53.9,39.9,45.3,44.4,e,80.0
9969,15,other,private,no formal,7.8,66.2,yes,30-60 min,yes,notes,84.7,100.0,77.4,88.7,b,2.4299999999999926
9970,15,female,private,high school,3.9,98.1,yes,15-30 min,no,coaching,74.4,73.7,85.4,78.5,c,13.649999999999991
9971,15,other,private,high school,7.1,70.3,yes,<15 min,no,group study,71.1,87.3,68.6,76.7,c,15.629999999999995
9972,15,female,public,phd,7.6,60.5,no,30-60 min,yes,textbook,98.5,87.2,100.0,92.0,b,-1.2000000000000028
9973,17,other,public,high school,3.9,98.0,yes,<15 min,no,mixed,72.3,67.0,76.0,71.6,c,21.239999999999995
9974,17,male,private,post graduate,3.7,85.3,yes,<15 min,yes,notes,40.4,59.6,60.2,55.1,d,39.38999999999999
9975,17,female,private,no formal,7.2,77.9,yes,>60 min,no,group study,86.9,81.5,63.4,80.0,c,12.0
9976,15,female,private,graduate,0.8,88.4,yes,>60 min,no,online videos,37.9,32.9,51.8,32.3,f,80.0
9977,15,other,public,post graduate,4.2,61.1,yes,30-60 min,no,coaching,54.6,57.0,43.9,54.6,e,39.93999999999999
9978,19,other,private,no formal,2.5,77.9,yes,30-60 min,yes,group study,54.2,61.5,30.2,52.0,e,80.0
9979,15,other,private,diploma,6.1,63.7,yes,30-60 min,no,mixed,71.4,92.5,81.6,79.8,c,12.219999999999999
9980,14,male,public,phd,6.8,93.1,yes,30-60 min,no,online videos,100.0,100.0,73.8,93.6,b,-2.960000000000008
9981,16,female,public,graduate,5.2,56.8,yes,>60 min,no,coaching,49.7,76.1,65.6,64.3,d,90.0
9982,14,male,private,post graduate,3.6,60.9,no,<15 min,no,textbook,47.5,45.6,45.0,48.0,e,95.0
9983,16,other,public,diploma,4.7,62.2,yes,15-30 min,no,online videos,64.8,58.2,46.4,64.6,d,28.939999999999998
9984,19,male,public,high school,4.8,71.9,yes,15-30 min,no,notes,72.8,85.8,73.1,76.7,c,15.629999999999995
9985,15,female,private,diploma,5.3,56.7,no,15-30 min,no,online videos,74.5,71.6,75.7,73.9,c,90.0
9986,18,female,private,diploma,7.4,77.2,yes,<15 min,yes,coaching,78.1,80.3,100.0,87.9,b,3.309999999999988
9987,16,other,public,phd,2.4,86.6,no,>60 min,yes,group study,48.0,41.0,45.3,53.6,e,80.0
9988,16,other,public,diploma,2.0,50.4,yes,15-30 min,no,notes,24.8,32.5,45.7,34.5,f,90.0
9989,17,other,private,graduate,1.9,94.4,no,30-60 min,yes,textbook,52.5,39.3,63.8,54.3,e,80.0
9990,17,female,private,graduate,5.7,92.6,yes,15-30 min,yes,notes,95.1,87.4,77.0,80.9,c,11.009999999999991
9991,15,male,public,diploma,7.3,52.5,yes,<15 min,yes,group study,79.1,61.8,66.8,73.8,c,90.0
9992,15,other,private,diploma,3.0,53.4,yes,>60 min,no,mixed,26.8,48.1,28.8,39.4,f,90.0
9993,19,male,public,phd,3.7,78.7,yes,15-30 min,no,group study,65.1,81.3,69.4,67.7,d,25.529999999999987
9994,15,female,private,high school,7.8,65.7,yes,<15 min,no,coaching,88.4,87.0,82.9,88.7,b,2.4299999999999926
9995,19,female,private,diploma,1.6,74.5,yes,30-60 min,no,notes,28.5,15.4,33.0,35.2,f,80.0
9996,16,female,private,post graduate,7.1,78.4,yes,<15 min,yes,notes,84.6,100.0,93.6,89.1,b,1.9899999999999949
9997,19,other,public,no formal,7.7,81.9,yes,>60 min,no,online videos,100.0,98.5,100.0,98.0,a,-7.800000000000011
9998,16,male,private,post graduate,6.5,86.6,yes,>60 min,no,notes,63.2,88.6,81.6,80.1,c,11.89
9999,17,female,public,post graduate,3.0,92.9,yes,30-60 min,no,coaching,75.2,58.3,62.3,70.9,c,22.00999999999999
10000,17,male,public,diploma,5.4,80.3,yes,30-60 min,no,coaching,50.4,84.2,59.6,68.5,d,24.64999999999999
10001,16,other,private,graduate,2.7,55.3,yes,>60 min,no,notes,47.1,22.3,31.7,44.1,e,90.0
10002,15,other,private,diploma,1.4,56.8,yes,30-60 min,yes,notes,15.9,9.5,37.3,24.5,f,90.0
10003,17,female,public,graduate,1.3,80.7,yes,<15 min,no,textbook,55.5,62.9,48.1,49.1,e,80.0
10004,17,male,private,no formal,0.6,85.4,yes,<15 min,yes,coaching,50.9,20.1,41.4,31.3,f,80.0
10005,15,male,private,graduate,7.8,87.7,yes,30-60 min,yes,notes,99.5,100.0,100.0,100.0,a,-10.000000000000014
10006,18,male,public,diploma,5.4,75.9,yes,30-60 min,yes,textbook,82.9,75.8,57.1,69.6,d,23.439999999999998
10007,17,female,public,no formal,2.9,80.0,yes,15-30 min,no,group study,62.3,63.1,74.0,55.4,d,80.0
10008,14,other,public,post graduate,4.8,98.7,yes,30-60 min,no,mixed,87.9,95.9,92.4,83.3,c,8.36999999999999
10009,19,male,private,no formal,5.1,67.4,yes,15-30 min,yes,textbook,66.4,66.2,85.0,76.9,c,15.409999999999982
10010,14,female,private,graduate,1.9,60.7,yes,15-30 min,no,online videos,44.0,50.7,40.7,32.9,f,80.0
10011,17,female,private,phd,2.7,98.4,yes,<15 min,no,textbook,72.0,66.6,77.4,67.8,d,80.0
10012,16,male,public,phd,4.6,95.9,no,>60 min,no,textbook,59.1,77.3,70.5,69.5,d,23.549999999999997
10013,17,female,public,graduate,6.8,50.4,yes,30-60 min,no,online videos,56.6,84.3,55.1,65.7,d,90.0
10014,18,other,private,post graduate,1.5,70.1,yes,15-30 min,no,notes,41.4,48.3,47.9,46.9,e,80.0
10015,18,other,public,graduate,6.9,86.7,yes,30-60 min,yes,coaching,77.4,100.0,70.3,86.1,b,5.289999999999992
10016,17,female,private,post graduate,5.1,58.9,yes,30-60 min,no,mixed,69.4,50.8,61.2,70.8,c,90.0
10017,19,male,public,phd,4.2,51.6,yes,15-30 min,no,textbook,67.8,80.8,51.5,62.1,d,90.0
10018,18,other,private,diploma,1.6,51.8,yes,<15 min,yes,online videos,33.7,31.6,30.5,36.0,f,90.0
10019,18,male,public,diploma,4.6,78.2,yes,30-60 min,no,mixed,67.3,53.1,60.9,65.1,d,28.39
10020,16,other,public,high school,3.2,61.5,yes,15-30 min,yes,group study,30.6,71.7,23.9,43.1,e,95.0
10021,15,other,public,phd,1.9,62.9,yes,15-30 min,no,online videos,44.3,21.2,26.3,33.9,f,80.0
10022,15,male,public,phd,7.1,50.8,yes,15-30 min,yes,notes,88.5,70.0,80.0,79.7,c,90.0
10023,17,other,private,post graduate,4.0,86.3,yes,<15 min,no,textbook,87.3,76.7,51.1,66.4,d,26.959999999999994
10024,17,male,private,graduate,1.1,92.2,yes,30-60 min,yes,online videos,38.7,58.6,43.1,49.1,e,80.0
10025,14,female,private,high school,2.8,86.7,yes,>60 min,yes,coaching,37.0,46.4,51.9,48.5,e,80.0
10026,15,male,public,phd,1.9,56.8,yes,>60 min,no,notes,20.0,20.8,13.9,33.1,f,90.0
10027,19,male,private,no formal,7.5,97.9,no,<15 min,no,textbook,100.0,90.2,87.3,92.9,b,-2.190000000000012
10028,18,other,private,graduate,2.3,98.1,yes,>60 min,yes,textbook,52.1,63.1,66.7,66.1,d,80.0
10029,18,female,public,high school,4.3,63.0,yes,15-30 min,no,online videos,50.2,43.1,65.0,54.6,e,39.93999999999999
10030,15,female,public,diploma,6.1,99.2,yes,<15 min,no,coaching,63.7,74.1,95.1,79.5,c,12.549999999999997
10031,14,female,public,no formal,1.7,72.2,yes,15-30 min,yes,notes,35.3,47.4,40.0,34.5,f,80.0
10032,15,other,public,no formal,3.8,52.1,yes,30-60 min,no,notes,54.0,58.5,69.2,51.7,e,90.0
10033,19,other,private,diploma,5.4,78.8,yes,30-60 min,no,mixed,69.8,73.2,85.9,65.2,d,28.279999999999987
10034,17,female,public,diploma,7.1,76.3,no,30-60 min,yes,online videos,81.8,78.2,87.5,82.8,c,8.920000000000002
10035,18,male,public,phd,5.4,92.9,yes,15-30 min,yes,notes,70.6,72.5,75.5,82.0,c,9.799999999999997
10036,16,male,public,graduate,1.1,67.8,yes,30-60 min,yes,online videos,32.9,44.6,25.4,27.8,f,80.0
10037,16,female,public,no formal,2.9,88.3,no,30-60 min,yes,online videos,59.0,51.7,58.5,58.4,d,80.0
10038,17,male,private,phd,3.1,89.3,yes,<15 min,yes,notes,66.8,54.1,72.4,66.3,d,27.069999999999993
10039,19,male,public,graduate,3.4,51.7,yes,15-30 min,yes,group study,44.5,56.7,36.6,53.3,e,90.0
10040,16,male,private,post graduate,7.6,83.7,yes,30-60 min,no,textbook,92.3,88.1,85.3,88.3,b,2.8699999999999903
10041,17,other,private,phd,0.8,74.0,yes,30-60 min,yes,coaching,38.1,23.0,32.7,29.7,f,80.0
10042,19,female,private,graduate,2.8,60.1,yes,30-60 min,yes,textbook,45.2,42.7,57.1,53.6,e,80.0
10043,16,other,public,high school,4.2,70.8,yes,>60 min,yes,coaching,53.0,55.1,66.5,66.5,d,26.849999999999994
10044,19,female,private,diploma,1.1,92.9,yes,>60 min,yes,coaching,51.1,47.4,32.2,43.6,e,80.0
10045,17,female,public,post graduate,4.1,84.5,yes,15-30 min,no,group study,54.9,64.2,72.5,72.9,c,19.809999999999988
10046,19,other,public,no formal,1.3,81.4,yes,30-60 min,no,notes,24.2,48.2,24.9,34.2,f,80.0
10047,16,other,public,phd,6.8,54.1,yes,>60 min,yes,coaching,62.2,79.3,58.5,69.8,d,90.0
10048,17,male,public,diploma,2.5,83.3,yes,30-60 min,yes,coaching,47.1,57.8,73.5,55.7,d,80.0
10049,15,male,public,graduate,4.4,87.9,yes,<15 min,no,online videos,79.6,73.3,53.6,72.3,c,20.47
10050,17,female,private,phd,5.1,97.5,yes,15-30 min,yes,textbook,94.1,97.8,83.2,82.5,c,9.249999999999986
10051,15,male,private,phd,2.8,89.9,yes,30-60 min,yes,group study,72.5,76.8,69.9,62.5,d,80.0
10052,17,male,public,post graduate,3.1,54.0,yes,<15 min,yes,notes,34.4,58.0,53.3,43.8,e,90.0
10053,18,male,public,high school,4.3,97.2,yes,>60 min,yes,notes,83.3,79.5,70.8,68.4,d,24.75999999999999
10054,16,other,public,graduate,6.5,89.6,yes,>60 min,yes,group study,77.5,87.6,89.5,90.3,b,0.6700000000000017
10055,16,female,public,graduate,3.9,50.2,no,30-60 min,no,group study,63.0,80.9,71.9,60.6,d,90.0
10056,15,male,public,phd,4.2,85.6,yes,30-60 min,no,group study,68.3,67.8,66.6,66.5,d,26.849999999999994
10057,18,other,private,no formal,5.0,65.2,yes,30-60 min,yes,mixed,72.5,58.1,69.1,57.4,d,36.86
10058,17,female,private,no formal,3.7,80.3,yes,15-30 min,yes,coaching,72.2,63.4,79.5,67.2,d,26.079999999999984
10059,17,other,private,no formal,5.9,64.1,no,30-60 min,no,group study,88.0,64.5,69.2,71.1,c,21.790000000000006
10060,14,male,public,phd,0.5,86.5,no,>60 min,no,group study,24.1,34.3,45.5,32.8,f,80.0
10061,14,other,private,graduate,4.1,59.3,yes,15-30 min,yes,mixed,56.8,41.0,35.3,48.2,e,90.0
10062,14,male,public,post graduate,7.4,91.7,yes,15-30 min,yes,coaching,100.0,95.1,100.0,100.0,a,-10.000000000000014
10063,19,female,private,no formal,5.1,53.6,yes,15-30 min,no,mixed,76.6,84.8,52.2,71.2,c,90.0
10064,19,female,private,no formal,4.1,51.2,yes,30-60 min,no,coaching,49.9,64.4,69.2,58.1,d,90.0
10065,14,male,public,graduate,6.3,56.6,yes,>60 min,no,textbook,66.8,75.3,93.5,69.5,d,90.0
10066,14,female,private,post graduate,3.4,69.2,yes,<15 min,no,coaching,64.7,44.0,60.4,58.4,d,35.75999999999999
10067,18,male,public,diploma,4.0,82.8,yes,>60 min,yes,textbook,69.9,86.4,64.7,62.1,d,31.689999999999998
10068,17,female,public,no formal,2.0,74.0,yes,15-30 min,yes,notes,29.7,32.2,56.1,39.2,f,80.0
10069,15,other,private,diploma,1.4,73.8,yes,15-30 min,yes,online videos,35.6,45.9,46.1,47.0,e,80.0
10070,17,male,private,graduate,0.7,93.3,yes,15-30 min,yes,online videos,60.6,48.9,22.8,47.8,e,80.0
10071,15,female,private,high school,6.0,78.0,no,<15 min,no,textbook,96.5,90.2,89.4,86.6,b,4.739999999999995
10072,15,other,public,high school,4.0,75.4,yes,>60 min,no,group study,82.6,71.0,60.8,69.7,d,23.329999999999984
10073,16,male,public,post graduate,7.5,71.0,no,15-30 min,no,coaching,100.0,89.4,92.6,93.9,b,-3.2900000000000205
10074,19,male,public,high school,1.8,98.9,yes,15-30 min,no,notes,59.1,49.6,46.7,57.5,d,80.0
10075,18,male,private,no formal,2.3,62.1,yes,30-60 min,no,mixed,18.7,29.3,49.7,34.2,f,80.0
10076,15,female,public,graduate,5.3,57.8,yes,15-30 min,no,group study,72.9,32.3,63.3,58.4,d,90.0
10077,17,male,private,no formal,0.9,74.6,yes,<15 min,yes,textbook,30.9,48.2,28.5,32.3,f,80.0
10078,19,other,public,diploma,4.3,83.9,yes,15-30 min,no,textbook,76.8,84.6,65.5,59.5,d,34.55
10079,19,male,public,graduate,1.4,51.1,yes,30-60 min,yes,online videos,17.6,44.4,25.2,25.8,f,90.0
10080,18,female,public,no formal,1.7,92.8,yes,>60 min,yes,coaching,53.7,52.6,59.6,44.0,e,80.0
10081,14,male,public,graduate,4.3,64.2,yes,15-30 min,yes,notes,59.5,77.6,75.0,69.9,d,23.109999999999985
